Geneid,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000168032,72,77,29,21,58,91,83,98
ENSG00000168036,5411,4860,5337,3367,5535,7199,4498,4707
ENSG00000168038,109,123,128,85,70,80,57,44
ENSG00000168040,103,90,94,54,82,132,95,85
ENSG00000168056,4940,4352,6142,3319,5197,6569,5072,5583
ENSG00000168060,168,127,169,100,170,194,167,156
ENSG00000168061,113,93,91,39,79,67,74,58
ENSG00000168062,83,21,32,5,37,40,33,9
ENSG00000168065,0,0,0,0,0,0,0,1
ENSG00000168066,2500,2275,2874,1793,3160,4150,2303,2329
ENSG00000168067,187,208,283,132,284,294,217,221
ENSG00000168070,0,0,0,0,0,0,0,1
ENSG00000168071,27,23,32,10,25,41,34,23
ENSG00000168077,2741,1248,2883,1186,3037,2291,2077,1583
ENSG00000168078,34,29,38,19,17,15,26,23
ENSG00000168079,54,424,414,591,49,67,284,932
ENSG00000168081,0,0,1,0,0,0,0,0
ENSG00000168090,1516,1227,1730,753,1534,1773,1145,1001
ENSG00000168092,1402,1525,1606,1429,1515,2431,1118,1677
ENSG00000168096,326,277,379,182,308,398,254,249
ENSG00000168101,223,283,265,147,215,343,159,232
ENSG00000168116,182,138,264,85,286,244,164,175
ENSG00000168118,654,680,780,592,712,910,715,852
ENSG00000168122,0,0,0,0,0,0,0,0
ENSG00000168124,0,2,4,1,2,5,0,1
ENSG00000168126,0,0,0,0,0,1,0,0
ENSG00000168129,0,0,0,0,0,0,0,0
ENSG00000168131,0,0,0,0,0,0,0,0
ENSG00000168135,2,0,0,1,1,0,0,1
ENSG00000168137,2422,1896,2707,1344,3245,3277,2185,1740
ENSG00000168140,0,0,0,0,0,0,1,0
ENSG00000168143,1,0,1,1,1,0,1,0
ENSG00000168148,2,4,0,1,2,2,0,2
ENSG00000168152,64,47,85,38,86,80,71,67
ENSG00000168158,0,1,6,0,4,2,5,1
ENSG00000168159,2046,1617,2463,1166,1977,2447,1700,1433
ENSG00000168172,1155,1328,1423,971,1444,2126,1214,1497
ENSG00000168175,1190,1259,1243,962,1364,2059,931,1113
ENSG00000168209,1803,3627,1497,1012,1297,1671,1227,1954
ENSG00000168214,7587,4000,9846,3553,6421,5577,6944,4110
ENSG00000168216,902,751,1200,755,1196,1422,885,907
ENSG00000168228,205,130,227,121,218,247,164,160
ENSG00000168229,0,0,1,0,2,1,0,1
ENSG00000168234,432,579,512,534,494,960,379,670
ENSG00000168237,43,43,41,24,51,43,27,32
ENSG00000168243,2,1,1,0,0,0,0,0
ENSG00000168246,744,612,873,465,902,883,704,663
ENSG00000168255,4,2,2,0,2,3,6,5
ENSG00000168256,555,590,649,361,670,722,468,575
ENSG00000168259,995,883,1233,759,1407,1373,912,931
ENSG00000168263,1,2,0,0,0,1,0,1
ENSG00000168264,1439,847,1058,602,1182,1196,1227,899
ENSG00000168267,0,0,0,0,0,0,0,0
ENSG00000168268,986,1152,1038,530,1346,1578,865,945
ENSG00000168269,0,0,0,0,0,1,0,0
ENSG00000168273,72,64,90,44,70,86,64,50
ENSG00000168275,126,128,110,58,154,170,79,103
ENSG00000168280,0,2,0,1,0,1,2,2
ENSG00000168282,93,64,46,13,44,38,42,41
ENSG00000168283,805,718,743,470,737,896,655,647
ENSG00000168286,368,355,365,227,376,435,294,340
ENSG00000168288,1293,1244,1572,1026,2165,2114,1153,1298
ENSG00000168291,653,657,847,559,858,1268,579,730
ENSG00000168297,1663,1545,1871,702,2512,2121,1546,1381
ENSG00000168298,0,0,0,0,4,1,2,0
ENSG00000168300,2265,1366,2039,1100,2516,1931,1682,1507
ENSG00000168301,120,126,151,109,143,171,115,122
ENSG00000168303,286,402,247,228,292,516,179,371
ENSG00000168306,515,386,615,250,584,498,392,327
ENSG00000168309,12,268,32,424,1,58,4,180
ENSG00000168310,679,708,631,499,742,927,505,783
ENSG00000168314,0,0,0,0,0,0,0,0
ENSG00000168329,0,5,2,0,0,0,1,0
ENSG00000168333,0,0,0,0,0,0,0,0
ENSG00000168334,3,2,1,0,0,0,3,0
ENSG00000168348,0,0,0,0,0,0,0,0
ENSG00000168350,5,2,3,3,7,5,9,8
ENSG00000168356,5,1,11,6,9,4,4,8
ENSG00000168367,0,0,0,0,0,0,0,0
ENSG00000168374,4500,4193,5573,3927,5506,8808,4478,4807
ENSG00000168385,14982,12119,15578,9477,16371,19569,12477,11794
ENSG00000168386,2422,1548,4428,1216,2838,2533,1663,1240
ENSG00000168389,2,9,9,4,12,37,5,5
ENSG00000168393,265,230,175,80,251,272,201,189
ENSG00000168394,0,0,0,0,0,0,0,0
ENSG00000168395,436,524,484,353,435,549,413,478
ENSG00000168397,833,851,964,553,871,1155,700,751
ENSG00000168398,7733,2568,8690,809,12559,4109,6272,1155
ENSG00000168404,60,57,68,66,80,100,66,75
ENSG00000168405,0,0,0,0,0,0,0,0
ENSG00000168411,415,320,397,268,346,485,319,351
ENSG00000168412,1,5,1,0,2,3,0,2
ENSG00000168418,0,0,0,0,0,0,0,0
ENSG00000168421,0,0,0,0,1,1,1,0
ENSG00000168427,3,2,13,15,11,47,8,11
ENSG00000168434,305,229,387,187,415,381,302,261
ENSG00000168438,478,399,542,325,595,676,430,424
ENSG00000168439,1564,1460,1657,871,2227,2768,1337,1227
ENSG00000168447,0,0,0,0,1,0,0,0
ENSG00000168453,1227,755,922,376,1124,1066,615,467
ENSG00000168454,2,5,0,0,0,7,0,1
ENSG00000168461,2070,3338,2919,3428,3793,6852,1955,5186
ENSG00000168476,224,235,174,139,186,288,149,214
ENSG00000168477,328,130,538,235,146,107,289,225
ENSG00000168481,0,10,2,38,2,24,1,61
ENSG00000168484,0,0,0,0,0,0,0,1
ENSG00000168487,2378,2457,2614,1586,2542,3126,2159,2181
ENSG00000168488,1559,1439,1870,865,1947,1969,1346,1358
ENSG00000168490,66,38,71,34,44,35,62,35
ENSG00000168491,17,6,8,2,16,8,16,5
ENSG00000168495,577,533,643,368,650,811,446,500
ENSG00000168496,145,115,129,82,139,161,91,100
ENSG00000168497,704,613,1342,628,989,1060,440,763
ENSG00000168502,2400,1751,2719,1089,2617,2635,2062,1489
ENSG00000168505,0,0,0,0,0,1,1,0
ENSG00000168509,0,0,0,0,0,1,0,0
ENSG00000168515,0,0,0,0,0,0,0,0
ENSG00000168517,10,10,26,9,18,18,18,21
ENSG00000168522,811,759,902,696,938,1225,725,857
ENSG00000168528,1297,1517,2293,1331,1449,2778,995,1172
ENSG00000168530,0,0,0,0,0,0,0,0
ENSG00000168538,1023,1135,1275,974,1228,1755,1010,1536
ENSG00000168539,0,0,0,0,0,0,0,0
ENSG00000168542,107572,58591,122341,40628,103807,61373,103038,54350
ENSG00000168546,2,0,2,0,0,0,3,0
ENSG00000168556,194,459,319,454,223,542,228,644
ENSG00000168564,377,397,408,276,338,496,342,463
ENSG00000168566,289,285,275,216,361,380,270,315
ENSG00000168569,159,144,158,82,187,220,138,136
ENSG00000168575,790,779,1517,1153,890,2217,994,1029
ENSG00000168582,0,0,0,0,0,0,0,0
ENSG00000168589,4,14,9,2,3,5,14,9
ENSG00000168591,866,869,1028,602,1020,1132,740,914
ENSG00000168594,1,0,0,0,0,0,1,0
ENSG00000168610,6659,8551,6464,5571,7393,12595,5307,9204
ENSG00000168612,243,204,273,129,247,271,190,194
ENSG00000168615,10225,9508,15167,8289,13628,16033,10237,11550
ENSG00000168619,0,0,0,0,0,0,0,0
ENSG00000168621,63,150,85,185,153,397,77,386
ENSG00000168630,0,0,0,0,0,0,0,0
ENSG00000168631,0,0,0,0,0,0,0,0
ENSG00000168634,2,0,1,0,5,0,0,0
ENSG00000168646,175,400,247,336,204,377,213,499
ENSG00000168653,1426,1320,1122,683,1705,1998,991,924
ENSG00000168658,3,1,3,3,0,2,1,1
ENSG00000168661,67,43,71,26,68,43,48,18
ENSG00000168671,0,0,0,1,0,0,0,0
ENSG00000168672,20,8,5,0,17,5,8,6
ENSG00000168675,4,0,2,1,2,1,2,4
ENSG00000168676,8,3,5,0,7,1,7,0
ENSG00000168679,332,131,794,229,354,238,427,244
ENSG00000168685,50,72,104,61,89,196,27,32
ENSG00000168701,272,282,256,183,303,453,200,260
ENSG00000168702,1,3,0,1,6,4,1,4
ENSG00000168703,0,0,0,0,0,0,0,1
ENSG00000168710,2549,2296,2963,1924,3344,4120,2088,2687
ENSG00000168724,1146,1226,1417,1315,1393,2179,1124,1611
ENSG00000168734,1229,964,1608,800,1642,1680,1375,1471
ENSG00000168743,56,30,59,61,18,15,17,7
ENSG00000168746,0,0,0,0,0,0,0,0
ENSG00000168748,1,0,3,0,0,0,0,0
ENSG00000168754,1,0,3,1,2,1,0,0
ENSG00000168757,0,0,0,0,0,0,0,0
ENSG00000168758,759,904,767,539,652,838,498,918
ENSG00000168763,413,385,488,398,477,559,380,614
ENSG00000168765,340,272,264,148,314,337,270,260
ENSG00000168769,423,233,483,160,464,488,338,274
ENSG00000168772,0,0,0,0,0,0,0,0
ENSG00000168778,239,203,378,232,274,349,292,305
ENSG00000168779,195,157,100,48,457,437,121,124
ENSG00000168781,139,53,201,82,160,103,124,73
ENSG00000168785,3104,2676,3259,2055,4088,4686,2998,3110
ENSG00000168792,286,386,353,324,284,476,272,451
ENSG00000168795,236,190,278,140,282,290,200,206
ENSG00000168802,51,35,60,30,60,86,44,53
ENSG00000168803,173,145,280,132,216,236,208,141
ENSG00000168806,143,115,175,92,141,204,121,90
ENSG00000168807,2351,2454,2266,1294,2583,3143,2087,2168
ENSG00000168811,76,18,54,8,106,30,32,3
ENSG00000168813,467,356,599,314,606,625,436,425
ENSG00000168818,406,396,538,351,537,666,389,399
ENSG00000168824,2,1,3,1,6,8,0,3
ENSG00000168826,79,62,89,32,97,87,54,54
ENSG00000168827,851,751,933,626,908,1049,724,675
ENSG00000168828,0,0,0,0,0,1,0,2
ENSG00000168830,0,0,0,0,0,0,0,0
ENSG00000168843,92,24,219,48,3,1,149,34
ENSG00000168852,1,1,1,0,1,1,1,0
ENSG00000168872,246,254,305,189,337,429,243,242
ENSG00000168874,453,652,399,433,458,643,513,949
ENSG00000168875,0,0,0,0,0,0,0,0
ENSG00000168876,201,216,200,170,219,273,196,260
ENSG00000168878,2,1,5,3,0,0,0,1
ENSG00000168883,908,896,972,773,991,1295,791,1067
ENSG00000168884,590,771,610,409,561,1001,447,682
ENSG00000168887,492,352,533,278,463,541,340,371
ENSG00000168890,322,474,407,478,381,786,319,668
ENSG00000168894,745,645,982,492,895,1040,668,631
ENSG00000168899,1009,1077,1147,744,741,1004,819,1002
ENSG00000168903,0,0,0,0,0,0,0,0
ENSG00000168904,271,208,309,177,283,303,243,246
ENSG00000168906,3497,4045,3844,2631,3750,4714,3364,3844
ENSG00000168907,0,0,0,0,0,0,0,0
ENSG00000168913,4,2,2,1,0,1,1,3
ENSG00000168916,543,417,343,177,690,711,654,669
ENSG00000168917,172,252,192,204,208,381,146,286
ENSG00000168918,31,11,48,4,30,10,11,3
ENSG00000168924,582,669,589,444,677,1018,495,609
ENSG00000168925,1,0,0,0,1,4,0,0
ENSG00000168928,0,1,0,3,1,0,0,1
ENSG00000168930,0,2,0,0,0,0,0,0
ENSG00000168936,1426,1341,1415,909,1278,1749,1020,1201
ENSG00000168938,1090,765,1409,674,1220,1020,1029,831
ENSG00000168939,1,1,1,0,0,2,0,0
ENSG00000168944,479,387,573,311,665,649,526,467
ENSG00000168952,124,144,93,84,19,59,148,263
ENSG00000168955,1,2,78,51,75,250,2,11
ENSG00000168958,1584,1424,2017,1204,2144,3084,1502,1695
ENSG00000168959,0,0,1,0,1,1,0,0
ENSG00000168961,22,10,15,7,16,7,14,1
ENSG00000168967,0,0,0,0,0,0,0,0
ENSG00000168970,42,34,62,18,38,56,56,44
ENSG00000168992,4,2,5,5,9,4,7,1
ENSG00000168993,3,2,5,3,2,3,0,0
ENSG00000168994,706,1337,934,1617,1015,2028,588,2234
ENSG00000168995,0,0,0,0,0,0,0,0
ENSG00000169006,0,0,0,0,0,0,0,0
ENSG00000169016,149,164,135,103,184,218,116,135
ENSG00000169018,1332,1289,1435,1017,1465,1814,1234,1278
ENSG00000169019,320,240,326,247,344,532,262,307
ENSG00000169020,337,444,558,257,535,694,325,325
ENSG00000169021,620,657,690,449,781,930,555,619
ENSG00000169026,52,64,71,36,62,92,58,72
ENSG00000169031,8,36,27,57,28,78,10,92
ENSG00000169032,962,1029,1095,800,995,1998,927,1250
ENSG00000169035,0,0,0,0,0,0,0,0
ENSG00000169040,0,0,0,0,0,0,0,0
ENSG00000169045,4075,4508,4022,2552,3522,4904,2831,3246
ENSG00000169047,2807,4091,2522,2148,3949,7376,1913,3792
ENSG00000169057,1658,1621,1784,1232,1689,2418,1427,2039
ENSG00000169059,0,0,0,0,0,0,0,0
ENSG00000169062,1020,960,981,508,1051,1222,868,752
ENSG00000169064,0,0,0,0,0,0,0,0
ENSG00000169067,0,0,0,0,0,1,0,0
ENSG00000169071,1698,1392,1463,746,1607,1947,1091,1137
ENSG00000169075,2,0,3,0,2,3,1,0
ENSG00000169083,1495,1224,1004,514,1861,2523,1175,1342
ENSG00000169084,0,0,0,0,0,0,0,0
ENSG00000169085,3,2,3,1,2,1,5,3
ENSG00000169087,107,123,118,94,140,152,109,120
ENSG00000169093,0,0,0,0,0,0,0,0
ENSG00000169100,0,0,0,0,0,0,0,0
ENSG00000169105,924,908,982,635,719,960,681,941
ENSG00000169116,25,12,7,4,21,38,19,15
ENSG00000169118,474,377,526,309,559,638,376,418
ENSG00000169122,412,356,503,222,603,505,444,343
ENSG00000169126,3,7,0,0,1,7,6,3
ENSG00000169129,31,4,8,3,12,2,13,6
ENSG00000169131,129,150,188,106,230,207,171,180
ENSG00000169136,1088,557,2100,563,388,453,2505,807
ENSG00000169139,725,669,757,554,907,1165,655,665
ENSG00000169154,0,0,0,0,0,0,0,0
ENSG00000169155,292,289,310,193,350,505,271,278
ENSG00000169164,0,0,0,0,0,0,0,0
ENSG00000169169,579,560,749,379,665,732,548,539
ENSG00000169174,8,2,9,2,3,1,2,3
ENSG00000169180,2270,2102,3043,1467,2820,3672,2104,2010
ENSG00000169181,0,0,0,0,0,0,0,0
ENSG00000169184,1726,1906,3150,1565,816,1336,2421,2306
ENSG00000169188,256,199,308,162,301,329,225,183
ENSG00000169189,651,582,666,418,680,832,545,592
ENSG00000169193,118,149,114,97,103,137,107,125
ENSG00000169194,1,0,0,1,1,1,1,0
ENSG00000169203,5,3,2,0,1,7,1,1
ENSG00000169208,0,0,0,0,0,0,0,0
ENSG00000169213,1555,1473,3520,2327,3636,9926,2286,3260
ENSG00000169214,0,0,0,0,0,0,0,0
ENSG00000169217,1106,1107,1030,654,1092,1477,834,834
ENSG00000169218,280,688,596,688,254,1068,333,817
ENSG00000169220,79,53,106,46,92,72,79,50
ENSG00000169221,985,898,1014,556,1058,1103,839,854
ENSG00000169223,2404,2294,2443,1223,2279,3036,1537,1866
ENSG00000169224,0,0,0,0,0,0,0,0
ENSG00000169228,132,123,171,77,147,158,107,113
ENSG00000169230,397,424,408,191,371,586,284,304
ENSG00000169231,978,877,1435,597,983,905,862,687
ENSG00000169239,193,172,228,175,241,442,359,350
ENSG00000169241,288,255,309,162,354,333,301,249
ENSG00000169242,22,19,8,1,18,14,4,6
ENSG00000169245,6,0,2,0,3,1,0,0
ENSG00000169246,13,14,17,14,30,34,23,12
ENSG00000169247,15,17,70,46,13,65,8,33
ENSG00000169248,1,0,0,0,0,0,1,0
ENSG00000169249,176,147,277,123,234,214,349,238
ENSG00000169251,872,638,928,533,1078,1137,813,756
ENSG00000169252,7,3,17,3,18,24,10,6
ENSG00000169253,3,5,2,2,3,4,3,2
ENSG00000169255,228,150,247,197,199,185,256,212
ENSG00000169258,99,55,92,32,113,92,71,59
ENSG00000169271,28,64,29,92,38,351,14,61
ENSG00000169282,38,40,39,22,43,37,19,28
ENSG00000169288,212,160,235,115,288,252,177,175
ENSG00000169291,0,1,0,0,0,1,2,0
ENSG00000169297,51,5,6,1,8,1,5,0
ENSG00000169299,332,313,331,255,289,458,204,242
ENSG00000169302,87,18,75,15,10,5,57,21
ENSG00000169306,2,1,3,0,2,1,4,0
ENSG00000169313,4,1,7,1,4,2,6,3
ENSG00000169314,9,4,10,4,4,8,9,2
ENSG00000169325,0,0,0,0,0,0,0,0
ENSG00000169327,0,0,0,0,0,0,0,0
ENSG00000169330,31,24,49,22,81,69,48,42
ENSG00000169340,0,0,0,0,0,0,0,0
ENSG00000169344,0,0,0,0,0,0,0,0
ENSG00000169347,0,0,0,0,0,0,0,0
ENSG00000169359,296,317,284,231,260,486,225,306
ENSG00000169371,349,319,321,172,377,418,315,283
ENSG00000169372,193,140,202,85,150,209,146,122
ENSG00000169375,1383,976,1316,756,1438,1369,1071,1081
ENSG00000169379,182,190,222,168,198,286,156,217
ENSG00000169385,0,0,0,0,0,0,0,0
ENSG00000169393,0,0,0,0,0,0,0,0
ENSG00000169397,0,0,0,0,0,0,0,0
ENSG00000169398,1967,1768,2017,1262,2156,2884,1600,1839
ENSG00000169402,0,0,0,0,0,1,0,1
ENSG00000169403,0,1,1,1,2,3,2,0
ENSG00000169410,903,1030,1072,826,1118,1662,905,1203
ENSG00000169413,0,0,0,0,0,0,0,0
ENSG00000169418,32,45,100,88,26,62,97,152
ENSG00000169427,0,1,0,0,0,1,0,2
ENSG00000169429,3,5,28,15,28,21,3,3
ENSG00000169432,1290,1312,3273,1483,3261,3491,2244,2523
ENSG00000169435,1,1,1,1,3,2,0,2
ENSG00000169436,0,0,0,0,8,1,0,0
ENSG00000169439,912,1018,1468,1003,1531,2775,1416,1713
ENSG00000169442,0,0,0,1,1,0,1,0
ENSG00000169446,622,632,723,681,644,1013,617,845
ENSG00000169469,0,0,0,0,0,0,0,0
ENSG00000169474,0,0,0,0,0,0,0,0
ENSG00000169484,0,0,0,0,0,0,0,0
ENSG00000169488,0,0,0,0,0,0,0,0
ENSG00000169490,1141,1206,1224,718,1056,1208,922,851
ENSG00000169495,0,1,4,8,0,5,9,25
ENSG00000169499,952,977,982,643,858,1187,731,1088
ENSG00000169504,12295,15280,14845,16225,11194,25139,11778,20861
ENSG00000169507,19,5,117,110,22,43,40,28
ENSG00000169508,0,0,0,0,0,0,0,1
ENSG00000169509,0,0,0,0,0,0,0,0
ENSG00000169515,509,281,302,90,130,178,555,352
ENSG00000169519,307,194,234,107,321,301,240,203
ENSG00000169548,0,0,0,0,0,0,0,0
ENSG00000169550,0,0,0,0,1,0,0,0
ENSG00000169551,0,0,1,0,0,0,0,0
ENSG00000169554,4406,3275,3694,1695,4563,3748,3145,2922
ENSG00000169562,0,0,0,0,0,0,0,0
ENSG00000169564,744,704,801,372,805,1030,601,575
ENSG00000169567,1753,1688,1709,1303,1662,2145,1298,1360
ENSG00000169570,91,51,101,57,88,115,82,73
ENSG00000169575,0,0,0,0,0,0,0,0
ENSG00000169583,27,20,53,27,11,69,36,39
ENSG00000169592,624,543,751,370,584,749,479,522
ENSG00000169594,269,301,168,120,209,183,197,229
ENSG00000169598,95,79,95,43,86,103,73,73
ENSG00000169599,410,364,417,234,439,458,336,359
ENSG00000169604,11192,10167,16102,9703,20465,25089,10169,13994
ENSG00000169605,0,0,0,0,0,0,0,0
ENSG00000169607,20,19,16,13,8,12,17,10
ENSG00000169609,395,364,423,255,404,406,287,323
ENSG00000169612,94,125,123,71,142,154,91,108
ENSG00000169618,1,0,0,0,0,0,1,0
ENSG00000169621,101,83,146,68,182,165,119,121
ENSG00000169627,0,1,0,0,4,5,1,2
ENSG00000169629,16,19,26,10,47,28,33,37
ENSG00000169635,107,108,107,54,87,144,77,95
ENSG00000169641,1623,1364,1603,713,1812,2586,1149,1185
ENSG00000169660,210,154,183,100,171,183,145,144
ENSG00000169662,0,0,0,0,0,0,0,0
ENSG00000169668,0,0,0,0,0,0,0,0
ENSG00000169676,0,0,0,0,0,0,0,0
ENSG00000169679,59,52,62,33,41,62,29,35
ENSG00000169682,22,17,35,11,21,20,23,21
ENSG00000169683,184,197,175,107,182,252,143,156
ENSG00000169684,2,0,1,0,3,4,3,7
ENSG00000169688,0,1,0,0,0,0,0,0
ENSG00000169689,158,225,197,139,200,331,121,158
ENSG00000169692,436,586,484,383,548,1041,402,595
ENSG00000169696,263,251,298,156,304,393,209,210
ENSG00000169704,0,0,0,0,0,0,0,0
ENSG00000169710,2177,1899,1519,799,1285,1898,1000,1567
ENSG00000169714,3457,3356,3704,2813,3829,4807,3277,4003
ENSG00000169715,260,902,287,575,170,966,108,753
ENSG00000169717,0,0,0,0,0,0,0,0
ENSG00000169718,578,655,582,344,583,760,449,573
ENSG00000169727,1419,1333,1564,903,1493,2006,1139,1365
ENSG00000169733,710,634,805,456,764,971,595,764
ENSG00000169738,267,584,264,844,247,1095,188,1160
ENSG00000169740,367,287,374,201,478,438,277,259
ENSG00000169744,951,443,961,205,1133,512,1005,322
ENSG00000169750,44,85,34,64,47,134,41,121
ENSG00000169752,9,4,10,2,3,2,2,3
ENSG00000169756,1719,1058,1731,716,2158,2098,1560,1102
ENSG00000169758,20,16,35,22,20,36,13,23
ENSG00000169760,52,45,52,24,11,49,135,172
ENSG00000169762,287,245,371,233,318,322,272,323
ENSG00000169763,0,0,0,0,0,0,0,0
ENSG00000169764,2155,4083,2804,2883,2251,4493,2219,3979
ENSG00000169777,0,0,1,2,1,4,1,4
ENSG00000169783,1,0,1,0,1,1,1,0
ENSG00000169789,0,0,0,0,0,0,0,0
ENSG00000169800,0,0,0,0,0,0,0,0
ENSG00000169807,0,0,0,0,0,0,0,0
ENSG00000169811,0,0,0,0,0,0,0,0
ENSG00000169813,3122,3147,2563,1892,2697,3840,2361,2828
ENSG00000169814,613,442,745,452,849,862,605,573
ENSG00000169826,1274,1130,1409,1071,1596,2266,1048,1372
ENSG00000169836,3,2,1,0,1,1,1,1
ENSG00000169840,0,0,0,0,0,0,0,0
ENSG00000169849,0,0,0,0,0,0,0,0
ENSG00000169851,28,47,290,295,8,14,576,619
ENSG00000169855,2213,1141,2338,632,3783,1564,1711,844
ENSG00000169856,1,0,0,0,0,0,0,0
ENSG00000169857,264,370,244,236,229,404,158,227
ENSG00000169860,346,320,367,121,93,87,215,192
ENSG00000169862,2,0,0,0,0,0,0,0
ENSG00000169871,2240,2234,2549,1849,2726,3735,2252,2815
ENSG00000169876,0,0,0,0,0,0,0,0
ENSG00000169877,0,0,0,0,0,0,0,0
ENSG00000169884,1,0,7,0,2,2,1,0
ENSG00000169885,19,17,16,9,8,16,17,17
ENSG00000169891,95,131,223,208,120,123,83,142
ENSG00000169894,0,0,0,0,0,0,0,0
ENSG00000169895,1024,947,1192,716,1193,1601,1222,1279
ENSG00000169896,0,0,0,0,0,0,0,0
ENSG00000169900,0,0,0,0,0,0,0,0
ENSG00000169902,2649,1835,2358,1033,2335,1652,1944,1450
ENSG00000169903,1,0,1,0,1,0,0,0
ENSG00000169905,1308,1372,1925,1328,1472,2127,1242,1687
ENSG00000169906,0,0,0,0,0,1,0,0
ENSG00000169908,461,1264,857,1058,723,1258,476,1207
ENSG00000169914,181,152,166,102,216,208,144,129
ENSG00000169918,2,2,0,0,0,2,1,0
ENSG00000169919,783,776,749,524,946,1023,663,698
ENSG00000169925,688,652,707,440,728,843,650,696
ENSG00000169926,46,71,133,157,7,21,31,104
ENSG00000169933,25,14,80,58,18,70,47,99
ENSG00000169946,541,348,602,206,701,553,665,449
ENSG00000169951,90,91,127,45,116,96,79,96
ENSG00000169953,0,0,0,0,0,0,0,0
ENSG00000169955,106,87,114,77,102,108,94,110
ENSG00000169957,471,396,448,219,489,516,350,369
ENSG00000169962,11,5,9,5,12,10,5,11
ENSG00000169964,415,394,414,265,338,445,354,364
ENSG00000169967,1153,1073,1173,719,1321,1568,1023,1111
ENSG00000169972,183,177,169,83,178,214,135,126
ENSG00000169976,1035,866,1044,470,937,1142,714,731
ENSG00000169981,105,93,126,78,142,191,98,90
ENSG00000169989,3,2,4,0,1,1,5,5
ENSG00000169991,228,169,217,114,174,159,185,153
ENSG00000169992,2081,1822,2433,1318,2302,2306,1762,1614
ENSG00000169994,0,4,1,4,31,45,1,6
ENSG00000170004,9121,7136,10627,5289,10193,10075,7799,7847
ENSG00000170006,52,54,49,35,12,24,29,62
ENSG00000170011,2,2,2,7,5,14,1,16
ENSG00000170017,3669,3444,4161,5118,6483,15411,4286,8222
ENSG00000170027,3191,2999,2963,2044,3282,4421,2549,2938
ENSG00000170035,1570,1116,1453,762,1691,1494,1383,987
ENSG00000170037,563,477,567,306,597,596,459,525
ENSG00000170043,1195,1271,1389,845,1365,1750,869,1017
ENSG00000170044,0,0,1,0,0,1,2,1
ENSG00000170049,22,11,30,13,19,23,23,30
ENSG00000170054,0,0,0,0,0,0,0,0
ENSG00000170074,0,0,1,3,1,0,0,5
ENSG00000170075,0,1,1,1,0,0,0,1
ENSG00000170085,156,180,233,178,198,330,162,215
ENSG00000170088,430,493,544,440,506,596,487,660
ENSG00000170089,0,0,0,0,0,0,0,0
ENSG00000170091,0,0,0,0,1,0,0,0
ENSG00000170092,2,3,13,4,6,11,2,5
ENSG00000170099,0,0,0,0,0,0,0,0
ENSG00000170100,114,133,146,94,180,171,119,127
ENSG00000170113,304,348,383,267,343,495,270,353
ENSG00000170122,3,1,3,1,3,2,8,3
ENSG00000170128,0,0,0,0,0,0,0,0
ENSG00000170142,874,576,991,409,1143,1097,687,679
ENSG00000170144,1750,1699,1845,945,1886,2548,1181,1144
ENSG00000170145,3089,3715,3180,1866,3331,5094,2472,3166
ENSG00000170153,130,84,488,138,669,811,234,87
ENSG00000170160,2,3,150,58,240,307,168,172
ENSG00000170161,6,8,16,13,15,15,12,8
ENSG00000170162,0,0,0,0,1,0,0,0
ENSG00000170166,3,2,0,0,0,0,1,0
ENSG00000170175,92,123,102,64,81,91,105,116
ENSG00000170178,0,0,0,0,0,0,1,0
ENSG00000170180,1,0,0,0,0,0,0,0
ENSG00000170185,521,464,582,401,526,679,454,546
ENSG00000170190,137,128,229,133,225,344,192,198
ENSG00000170191,226,186,220,96,225,217,196,145
ENSG00000170209,4,0,1,1,0,1,0,0
ENSG00000170214,17,327,84,339,13,510,22,369
ENSG00000170222,144,126,194,134,178,223,133,187
ENSG00000170231,0,0,0,0,0,0,0,0
ENSG00000170234,336,271,306,178,437,384,219,201
ENSG00000170236,10,8,12,3,10,11,14,5
ENSG00000170242,1642,1896,2143,1406,2148,4347,1522,2177
ENSG00000170248,4464,3978,5489,3158,4921,6137,4130,4709
ENSG00000170255,0,0,0,0,0,0,0,0
ENSG00000170260,209,175,215,104,190,231,148,151
ENSG00000170262,3,1,3,1,10,14,1,1
ENSG00000170264,67,56,104,56,114,96,83,73
ENSG00000170265,520,498,543,344,575,645,473,536
ENSG00000170266,2088,1843,2563,1495,2336,2445,1817,1902
ENSG00000170270,0,0,0,0,0,0,0,0
ENSG00000170271,2031,1753,2237,2177,1863,1679,1758,2529
ENSG00000170275,8517,7720,8808,5341,9997,10464,7091,7371
ENSG00000170276,15,12,14,15,12,15,13,22
ENSG00000170279,0,0,0,0,0,0,0,0
ENSG00000170289,0,0,0,1,0,2,1,0
ENSG00000170290,0,0,0,0,0,2,0,0
ENSG00000170291,443,394,423,245,407,485,297,318
ENSG00000170293,11,11,13,7,9,13,16,16
ENSG00000170296,166,169,204,108,279,180,147,122
ENSG00000170298,0,0,0,0,0,0,0,0
ENSG00000170310,491,413,540,294,557,721,414,487
ENSG00000170312,83,55,64,32,62,71,54,33
ENSG00000170315,4261,2752,4923,2071,5113,4397,3619,2578
ENSG00000170322,587,466,594,319,605,682,496,557
ENSG00000170323,0,3,0,7,5,50,2,13
ENSG00000170324,0,1,0,0,0,0,0,0
